time,symbol,side,price,qty,usdt_after,portfolio,pnl_pct,ml_proba,trigger
2026-05-07T00:30:11,SOL/USDT,BUY,88.59,10.72355796,50.0,1000.0,0.0,0.3692,ml
2026-05-07T00:30:11,BNB/USDT,BUY,646.02,1.47054271,50.0,1000.0,0.0,0.3024,ml
2026-05-07T00:30:12,DOGE/USDT,BUY,0.11186,8492.75880565,50.0,1000.0,-0.0,0.3634,ml
2026-05-07T00:38:42,XRP/USDT,BUY,1.4189,669.53273663,50.0,1000.0,0.0,0.3094,ml
2026-05-07T00:46:00,ETH/USDT,BUY,2337.11,0.40648493,50.0,1000.0,0.0,0.3043,ml
